,acronyms,variable,density,role,structure,color
1040,EP,BL14demonstrator,2240.66534950575,demonstrator,Cortical subplate,#59a14f
1041,LA,BL14demonstrator,1148.65844815084,demonstrator,Cortical subplate,#59a14f
1042,BLA,BL14demonstrator,1675.89430254805,demonstrator,Cortical subplate,#59a14f
1043,BMA,BL14demonstrator,1027.37316710556,demonstrator,Cortical subplate,#59a14f
1046,ACB,BL14demonstrator,1186.31352667893,demonstrator,Striatum,#9c755f
1050,LS,BL14demonstrator,3433.31802223429,demonstrator,Striatum,#9c755f
1054,BA,BL14demonstrator,5948.03464357089,demonstrator,Striatum,#9c755f
1056,IA,BL14demonstrator,2488.78796480274,demonstrator,Striatum,#9c755f
1057,MEA,BL14demonstrator,1679.59125500332,demonstrator,Striatum,#9c755f
1062,MSC,BL14demonstrator,2976.57689482304,demonstrator,Pallidum,#bab0ac
1065,BAC,BL14demonstrator,3010.28907398334,demonstrator,Pallidum,#bab0ac
1070,SPF,BL14demonstrator,3599.84483427437,demonstrator,Thalamus,#b07aa1
1071,SPA,BL14demonstrator,307.820995399412,demonstrator,Thalamus,#b07aa1
1077,POL,BL14demonstrator,803.135216358371,demonstrator,Thalamus,#b07aa1
1082,AM,BL14demonstrator,5702.77101557313,demonstrator,Thalamus,#b07aa1
1084,IAM,BL14demonstrator,5652.20030349021,demonstrator,Thalamus,#b07aa1
1085,IAD,BL14demonstrator,4430.29107925951,demonstrator,Thalamus,#b07aa1
1087,IMD,BL14demonstrator,1036.07575777523,demonstrator,Thalamus,#b07aa1
1088,MD,BL14demonstrator,1455.37262769726,demonstrator,Thalamus,#b07aa1
1090,PR,BL14demonstrator,140.378504541492,demonstrator,Thalamus,#b07aa1
1091,PVT,BL14demonstrator,4180.313385395,demonstrator,Thalamus,#b07aa1
1092,PT,BL14demonstrator,11759.076884061,demonstrator,Thalamus,#b07aa1
1093,RE,BL14demonstrator,2058.48157317835,demonstrator,Thalamus,#b07aa1
1095,RH,BL14demonstrator,1474.66844766722,demonstrator,Thalamus,#b07aa1
1096,CM,BL14demonstrator,1340.10377236553,demonstrator,Thalamus,#b07aa1
1107,LH,BL14demonstrator,1488.75145888951,demonstrator,Thalamus,#b07aa1
1113,ADP,BL14demonstrator,1386.21980568677,demonstrator,Hypothalamus,#f28e2b
1116,AVPV,BL14demonstrator,597.55464987034,demonstrator,Hypothalamus,#f28e2b
1117,DMH,BL14demonstrator,7918.47095339219,demonstrator,Hypothalamus,#f28e2b
1119,MPO,BL14demonstrator,4904.21455938696,demonstrator,Hypothalamus,#f28e2b
1122,PS,BL14demonstrator,1190.72522793539,demonstrator,Hypothalamus,#f28e2b
1124,PVp,BL14demonstrator,1831.22961282089,demonstrator,Hypothalamus,#f28e2b
1131,AHN,BL14demonstrator,3559.2652176547,demonstrator,Hypothalamus,#f28e2b
1134,SUM,BL14demonstrator,3280.84790709175,demonstrator,Hypothalamus,#f28e2b
1135,TM,BL14demonstrator,1189.00027591281,demonstrator,Hypothalamus,#f28e2b
1137,PMd,BL14demonstrator,1945.52687952666,demonstrator,Hypothalamus,#f28e2b
1138,PMv,BL14demonstrator,592.761470504415,demonstrator,Hypothalamus,#f28e2b
1139,PVHd,BL14demonstrator,973.6375950818,demonstrator,Hypothalamus,#f28e2b
1140,VMH,BL14demonstrator,859.143313387259,demonstrator,Hypothalamus,#f28e2b
1141,PH,BL14demonstrator,4624.94530709856,demonstrator,Hypothalamus,#f28e2b
1142,LHA,BL14demonstrator,4905.70311951511,demonstrator,Hypothalamus,#f28e2b
1143,LPO,BL14demonstrator,4205.63326115491,demonstrator,Hypothalamus,#f28e2b
1144,PST,BL14demonstrator,2140.84507042254,demonstrator,Hypothalamus,#f28e2b
1145,PSTN,BL14demonstrator,2335.28252080062,demonstrator,Hypothalamus,#f28e2b
1149,TU,BL14demonstrator,666.529476500219,demonstrator,Hypothalamus,#f28e2b
1150,ZI,BL14demonstrator,1545.55248538743,demonstrator,Hypothalamus,#f28e2b
1152,SCs,BL14demonstrator,2719.11004456029,demonstrator,Midbrain,#ff9da7
1153,IC,BL14demonstrator,2503.96460615863,demonstrator,Midbrain,#ff9da7
1160,VTA,BL14demonstrator,8004.19884531758,demonstrator,Midbrain,#ff9da7
1164,SCm,BL14demonstrator,4150.01345020463,demonstrator,Midbrain,#ff9da7
1165,PAG,BL14demonstrator,1782.70196278384,demonstrator,Midbrain,#ff9da7
1166,PRT,BL14demonstrator,3759.93212586227,demonstrator,Midbrain,#ff9da7
1168,CUN,BL14demonstrator,1588.5028134876,demonstrator,Midbrain,#ff9da7
1187,DR,BL14demonstrator,1576.03930683459,demonstrator,Midbrain,#ff9da7
1190,MOs,BL3demonstrator,1367.65031834181,demonstrator,Isocortex,#e15759
1193,VISC,BL3demonstrator,1161.75956532138,demonstrator,Isocortex,#e15759
1194,AUDd,BL3demonstrator,3998.99168137131,demonstrator,Isocortex,#e15759
1196,AUDpo,BL3demonstrator,3255.00284575981,demonstrator,Isocortex,#e15759
1197,AUDv,BL3demonstrator,2223.76204157513,demonstrator,Isocortex,#e15759
1198,VISal,BL3demonstrator,5261.17153383848,demonstrator,Isocortex,#e15759
1199,VISam,BL3demonstrator,2695.79495966302,demonstrator,Isocortex,#e15759
1200,VISl,BL3demonstrator,5011.8396690104,demonstrator,Isocortex,#e15759
1201,VISp,BL3demonstrator,3541.66684300291,demonstrator,Isocortex,#e15759
1202,VISpl,BL3demonstrator,2132.07901707511,demonstrator,Isocortex,#e15759
1205,ACA,BL3demonstrator,2201.15284240816,demonstrator,Isocortex,#e15759
1206,PL,BL3demonstrator,1673.00646892249,demonstrator,Isocortex,#e15759
1208,ORB,BL3demonstrator,1668.83345769879,demonstrator,Isocortex,#e15759
1209,AI,BL3demonstrator,1956.59545067701,demonstrator,Isocortex,#e15759
1210,RSP,BL3demonstrator,1765.10204977896,demonstrator,Isocortex,#e15759
1212,VISrl,BL3demonstrator,3204.22402413728,demonstrator,Isocortex,#e15759
1213,PERI,BL3demonstrator,5360.01081519535,demonstrator,Isocortex,#e15759
1215,MOB,BL3demonstrator,4217.44739311596,demonstrator,Olfactory areas,#76b7b2
1216,AOB,BL3demonstrator,3172.33847921202,demonstrator,Olfactory areas,#76b7b2
1217,AON,BL3demonstrator,2613.06776190649,demonstrator,Olfactory areas,#76b7b2
1218,TT,BL3demonstrator,2883.96734581336,demonstrator,Olfactory areas,#76b7b2
1219,DP,BL3demonstrator,898.493851043253,demonstrator,Olfactory areas,#76b7b2
1220,PIR,BL3demonstrator,4343.29836524997,demonstrator,Olfactory areas,#76b7b2
1221,NLOT,BL3demonstrator,3662.62510471322,demonstrator,Olfactory areas,#76b7b2
1222,COA,BL3demonstrator,1488.57672305578,demonstrator,Olfactory areas,#76b7b2
1223,PAA,BL3demonstrator,663.151737502438,demonstrator,Olfactory areas,#76b7b2
1224,TR,BL3demonstrator,1022.29352215522,demonstrator,Olfactory areas,#76b7b2
1226,DG,BL3demonstrator,3304.90147534989,demonstrator,Hippocampal formation,#edc948
1229,ENT,BL3demonstrator,2679.19205980788,demonstrator,Hippocampal formation,#edc948
1230,PAR,BL3demonstrator,2172.05115506744,demonstrator,Hippocampal formation,#edc948
1231,POST,BL3demonstrator,3868.26206709712,demonstrator,Hippocampal formation,#edc948
1232,PRE,BL3demonstrator,5963.37343274442,demonstrator,Hippocampal formation,#edc948
1233,SUB,BL3demonstrator,5737.59138130049,demonstrator,Hippocampal formation,#edc948
1237,CLA,BL3demonstrator,4798.41137866177,demonstrator,Cortical subplate,#59a14f
1238,EP,BL3demonstrator,3980.92164617093,demonstrator,Cortical subplate,#59a14f
1239,LA,BL3demonstrator,1760.86678326153,demonstrator,Cortical subplate,#59a14f
1240,BLA,BL3demonstrator,2184.50873622833,demonstrator,Cortical subplate,#59a14f
1241,BMA,BL3demonstrator,1651.75734372419,demonstrator,Cortical subplate,#59a14f
1244,ACB,BL3demonstrator,2245.59892618172,demonstrator,Striatum,#9c755f
1248,LS,BL3demonstrator,2351.5792381497,demonstrator,Striatum,#9c755f
1252,BA,BL3demonstrator,13239.1738840771,demonstrator,Striatum,#9c755f
1254,IA,BL3demonstrator,3515.18592109,demonstrator,Striatum,#9c755f
1255,MEA,BL3demonstrator,2974.69776488541,demonstrator,Striatum,#9c755f
1260,MSC,BL3demonstrator,4422.4749410913,demonstrator,Pallidum,#bab0ac
1263,BAC,BL3demonstrator,3951.00440960314,demonstrator,Pallidum,#bab0ac
1268,SPF,BL3demonstrator,9458.90263350713,demonstrator,Thalamus,#b07aa1
1269,SPA,BL3demonstrator,408.197406942698,demonstrator,Thalamus,#b07aa1
1275,POL,BL3demonstrator,2183.28019980916,demonstrator,Thalamus,#b07aa1
1280,AM,BL3demonstrator,2567.36514740312,demonstrator,Thalamus,#b07aa1
1282,IAM,BL3demonstrator,835.204855842195,demonstrator,Thalamus,#b07aa1
1283,IAD,BL3demonstrator,1763.07502133797,demonstrator,Thalamus,#b07aa1
1285,IMD,BL3demonstrator,232.485291988589,demonstrator,Thalamus,#b07aa1
1286,MD,BL3demonstrator,1757.84056430163,demonstrator,Thalamus,#b07aa1
1288,PR,BL3demonstrator,561.514018165968,demonstrator,Thalamus,#b07aa1
1289,PVT,BL3demonstrator,768.2105754877,demonstrator,Thalamus,#b07aa1
1290,PT,BL3demonstrator,4739.33809543937,demonstrator,Thalamus,#b07aa1
1291,RE,BL3demonstrator,714.081603717006,demonstrator,Thalamus,#b07aa1
1293,RH,BL3demonstrator,457.971567598517,demonstrator,Thalamus,#b07aa1
1294,CM,BL3demonstrator,655.870893882601,demonstrator,Thalamus,#b07aa1
1305,LH,BL3demonstrator,2725.08485035486,demonstrator,Thalamus,#b07aa1
1311,ADP,BL3demonstrator,1694.26865139494,demonstrator,Hypothalamus,#f28e2b
1314,AVPV,BL3demonstrator,488.477213782897,demonstrator,Hypothalamus,#f28e2b
1315,DMH,BL3demonstrator,5616.75818997472,demonstrator,Hypothalamus,#f28e2b
1317,MPO,BL3demonstrator,5211.50395266501,demonstrator,Hypothalamus,#f28e2b
1320,PS,BL3demonstrator,1688.34174110242,demonstrator,Hypothalamus,#f28e2b
1322,PVp,BL3demonstrator,108.920720465183,demonstrator,Hypothalamus,#f28e2b
1329,AHN,BL3demonstrator,2672.67990926286,demonstrator,Hypothalamus,#f28e2b
1332,SUM,BL3demonstrator,1761.57302795944,demonstrator,Hypothalamus,#f28e2b
1333,TM,BL3demonstrator,588.613997976638,demonstrator,Hypothalamus,#f28e2b
1335,PMd,BL3demonstrator,2324.1864735285,demonstrator,Hypothalamus,#f28e2b
1336,PMv,BL3demonstrator,674.83613565118,demonstrator,Hypothalamus,#f28e2b
1337,PVHd,BL3demonstrator,646.868813170785,demonstrator,Hypothalamus,#f28e2b
1338,VMH,BL3demonstrator,1081.50981802867,demonstrator,Hypothalamus,#f28e2b
1339,PH,BL3demonstrator,2843.45639096991,demonstrator,Hypothalamus,#f28e2b
1340,LHA,BL3demonstrator,8413.11460064122,demonstrator,Hypothalamus,#f28e2b
1341,LPO,BL3demonstrator,9945.84110157093,demonstrator,Hypothalamus,#f28e2b
1342,PST,BL3demonstrator,3718.30985915493,demonstrator,Hypothalamus,#f28e2b
1343,PSTN,BL3demonstrator,2668.89430948642,demonstrator,Hypothalamus,#f28e2b
1347,TU,BL3demonstrator,1583.86643642578,demonstrator,Hypothalamus,#f28e2b
1348,ZI,BL3demonstrator,3611.00940630441,demonstrator,Hypothalamus,#f28e2b
1350,SCs,BL3demonstrator,2892.1053922772,demonstrator,Midbrain,#ff9da7
1351,IC,BL3demonstrator,6857.3802883289,demonstrator,Midbrain,#ff9da7
1358,VTA,BL3demonstrator,9752.28954894552,demonstrator,Midbrain,#ff9da7
1362,SCm,BL3demonstrator,4598.083433191,demonstrator,Midbrain,#ff9da7
1363,PAG,BL3demonstrator,1265.49104811953,demonstrator,Midbrain,#ff9da7
1364,PRT,BL3demonstrator,3200.41314692538,demonstrator,Midbrain,#ff9da7
1366,CUN,BL3demonstrator,1289.21967471458,demonstrator,Midbrain,#ff9da7
1385,DR,BL3demonstrator,468.85757156728,demonstrator,Midbrain,#ff9da7
2,MOs,BL13noshock,1670.22393988257,no_shock,Isocortex,#e15759
5,VISC,BL13noshock,303.784426877956,no_shock,Isocortex,#e15759
6,AUDd,BL13noshock,2805.64658432064,no_shock,Isocortex,#e15759
8,AUDpo,BL13noshock,2089.3796243597,no_shock,Isocortex,#e15759
9,AUDv,BL13noshock,1126.58441777928,no_shock,Isocortex,#e15759
10,VISal,BL13noshock,2958.19561796546,no_shock,Isocortex,#e15759
11,VISam,BL13noshock,470.621831941171,no_shock,Isocortex,#e15759
12,VISl,BL13noshock,2599.91077808616,no_shock,Isocortex,#e15759
13,VISp,BL13noshock,1323.65600044014,no_shock,Isocortex,#e15759
14,VISpl,BL13noshock,591.209683774102,no_shock,Isocortex,#e15759
17,ACA,BL13noshock,1484.75278686662,no_shock,Isocortex,#e15759
18,PL,BL13noshock,725.726250206434,no_shock,Isocortex,#e15759
20,ORB,BL13noshock,1275.69170043603,no_shock,Isocortex,#e15759
21,AI,BL13noshock,659.03148790265,no_shock,Isocortex,#e15759
22,RSP,BL13noshock,918.092426343835,no_shock,Isocortex,#e15759
24,VISrl,BL13noshock,2514.50122572129,no_shock,Isocortex,#e15759
25,PERI,BL13noshock,821.954846559416,no_shock,Isocortex,#e15759
27,MOB,BL13noshock,4010.20903322705,no_shock,Olfactory areas,#76b7b2
28,AOB,BL13noshock,4593.7639608847,no_shock,Olfactory areas,#76b7b2
29,AON,BL13noshock,446.625231708647,no_shock,Olfactory areas,#76b7b2
30,TT,BL13noshock,389.48684871343,no_shock,Olfactory areas,#76b7b2
31,DP,BL13noshock,378.499378195386,no_shock,Olfactory areas,#76b7b2
32,PIR,BL13noshock,2203.34427854639,no_shock,Olfactory areas,#76b7b2
33,NLOT,BL13noshock,2009.08249195363,no_shock,Olfactory areas,#76b7b2
34,COA,BL13noshock,511.303724071973,no_shock,Olfactory areas,#76b7b2
35,PAA,BL13noshock,174.191931049028,no_shock,Olfactory areas,#76b7b2
36,TR,BL13noshock,1364.82823477347,no_shock,Olfactory areas,#76b7b2
38,DG,BL13noshock,2514.41469743666,no_shock,Hippocampal formation,#edc948
41,ENT,BL13noshock,2107.6154564747,no_shock,Hippocampal formation,#edc948
42,PAR,BL13noshock,2410.69711888601,no_shock,Hippocampal formation,#edc948
43,POST,BL13noshock,3618.58490992007,no_shock,Hippocampal formation,#edc948
44,PRE,BL13noshock,5710.55655980546,no_shock,Hippocampal formation,#edc948
45,SUB,BL13noshock,6545.96595507554,no_shock,Hippocampal formation,#edc948
49,CLA,BL13noshock,706.742761198246,no_shock,Cortical subplate,#59a14f
50,EP,BL13noshock,1229.9135653563,no_shock,Cortical subplate,#59a14f
51,LA,BL13noshock,468.881969031269,no_shock,Cortical subplate,#59a14f
52,BLA,BL13noshock,1810.35558961295,no_shock,Cortical subplate,#59a14f
53,BMA,BL13noshock,645.528660687391,no_shock,Cortical subplate,#59a14f
56,ACB,BL13noshock,891.349909337711,no_shock,Striatum,#9c755f
60,LS,BL13noshock,933.724355247479,no_shock,Striatum,#9c755f
64,BA,BL13noshock,3709.52698201195,no_shock,Striatum,#9c755f
66,IA,BL13noshock,1662.21969912008,no_shock,Striatum,#9c755f
67,MEA,BL13noshock,1021.91998045383,no_shock,Striatum,#9c755f
72,MSC,BL13noshock,1549.17647814456,no_shock,Pallidum,#bab0ac
75,BAC,BL13noshock,3010.28907398334,no_shock,Pallidum,#bab0ac
80,SPF,BL13noshock,1050.98918150079,no_shock,Thalamus,#b07aa1
81,SPA,BL13noshock,33.4588038477622,no_shock,Thalamus,#b07aa1
87,POL,BL13noshock,1528.29613986641,no_shock,Thalamus,#b07aa1
92,AM,BL13noshock,1757.79530127078,no_shock,Thalamus,#b07aa1
94,IAM,BL13noshock,155.386949924129,no_shock,Thalamus,#b07aa1
95,IAD,BL13noshock,915.442799540867,no_shock,Thalamus,#b07aa1
97,IMD,BL13noshock,80.8644493873354,no_shock,Thalamus,#b07aa1
98,MD,BL13noshock,2282.75128836392,no_shock,Thalamus,#b07aa1
100,PR,BL13noshock,410.337167121285,no_shock,Thalamus,#b07aa1
101,PVT,BL13noshock,912.493780020923,no_shock,Thalamus,#b07aa1
102,PT,BL13noshock,2791.66490553278,no_shock,Thalamus,#b07aa1
103,RE,BL13noshock,730.83425131154,no_shock,Thalamus,#b07aa1
105,RH,BL13noshock,283.94237191108,no_shock,Thalamus,#b07aa1
106,CM,BL13noshock,88.6312018760271,no_shock,Thalamus,#b07aa1
117,LH,BL13noshock,2328.42788725973,no_shock,Thalamus,#b07aa1
123,ADP,BL13noshock,462.073268562257,no_shock,Hypothalamus,#f28e2b
126,AVPV,BL13noshock,147.017413856988,no_shock,Hypothalamus,#f28e2b
127,DMH,BL13noshock,2123.17319895951,no_shock,Hypothalamus,#f28e2b
129,MPO,BL13noshock,3662.64125321305,no_shock,Hypothalamus,#f28e2b
132,PS,BL13noshock,941.916971351874,no_shock,Hypothalamus,#f28e2b
134,PVp,BL13noshock,408.452701744437,no_shock,Hypothalamus,#f28e2b
141,AHN,BL13noshock,3114.68016505004,no_shock,Hypothalamus,#f28e2b
144,SUM,BL13noshock,1502.90338258993,no_shock,Hypothalamus,#f28e2b
145,TM,BL13noshock,412.029798583647,no_shock,Hypothalamus,#f28e2b
147,PMd,BL13noshock,953.177598694271,no_shock,Hypothalamus,#f28e2b
148,PMv,BL13noshock,127.671701339412,no_shock,Hypothalamus,#f28e2b
149,PVHd,BL13noshock,673.543815775766,no_shock,Hypothalamus,#f28e2b
150,VMH,BL13noshock,717.637355888181,no_shock,Hypothalamus,#f28e2b
151,PH,BL13noshock,969.622477028983,no_shock,Hypothalamus,#f28e2b
152,LHA,BL13noshock,4148.14537455243,no_shock,Hypothalamus,#f28e2b
153,LPO,BL13noshock,4439.99297723454,no_shock,Hypothalamus,#f28e2b
154,PST,BL13noshock,338.028169014085,no_shock,Hypothalamus,#f28e2b
155,PSTN,BL13noshock,615.898686804559,no_shock,Hypothalamus,#f28e2b
159,TU,BL13noshock,446.643463634168,no_shock,Hypothalamus,#f28e2b
160,ZI,BL13noshock,1565.78222996057,no_shock,Hypothalamus,#f28e2b
162,SCs,BL13noshock,2588.93532746638,no_shock,Midbrain,#ff9da7
163,IC,BL13noshock,3143.89526604021,no_shock,Midbrain,#ff9da7
170,VTA,BL13noshock,5659.70072515775,no_shock,Midbrain,#ff9da7
174,SCm,BL13noshock,4723.85157961308,no_shock,Midbrain,#ff9da7
175,PAG,BL13noshock,1113.60076435112,no_shock,Midbrain,#ff9da7
176,PRT,BL13noshock,4651.44416983291,no_shock,Midbrain,#ff9da7
178,CUN,BL13noshock,973.492407437538,no_shock,Midbrain,#ff9da7
197,DR,BL13noshock,214.657683368152,no_shock,Midbrain,#ff9da7
200,MOs,BL1noshock,145.510272321439,no_shock,Isocortex,#e15759
203,VISC,BL1noshock,326.548634576821,no_shock,Isocortex,#e15759
204,AUDd,BL1noshock,473.405596168389,no_shock,Isocortex,#e15759
206,AUDpo,BL1noshock,696.459874786567,no_shock,Isocortex,#e15759
207,AUDv,BL1noshock,352.881527801251,no_shock,Isocortex,#e15759
208,VISal,BL1noshock,424.679436541391,no_shock,Isocortex,#e15759
209,VISam,BL1noshock,84.5291639894336,no_shock,Isocortex,#e15759
210,VISl,BL1noshock,416.895314270375,no_shock,Isocortex,#e15759
211,VISp,BL1noshock,367.546796111574,no_shock,Isocortex,#e15759
212,VISpl,BL1noshock,591.209683774102,no_shock,Isocortex,#e15759
215,ACA,BL1noshock,210.203260571586,no_shock,Isocortex,#e15759
216,PL,BL1noshock,67.3273543880834,no_shock,Isocortex,#e15759
218,ORB,BL1noshock,120.171514956243,no_shock,Isocortex,#e15759
219,AI,BL1noshock,446.737111570763,no_shock,Isocortex,#e15759
220,RSP,BL1noshock,278.528533846362,no_shock,Isocortex,#e15759
222,VISrl,BL1noshock,642.655100886291,no_shock,Isocortex,#e15759
223,PERI,BL1noshock,220.629985129106,no_shock,Isocortex,#e15759
225,MOB,BL1noshock,1012.82611467519,no_shock,Olfactory areas,#76b7b2
226,AOB,BL1noshock,1271.65842900602,no_shock,Olfactory areas,#76b7b2
227,AON,BL1noshock,317.13493015423,no_shock,Olfactory areas,#76b7b2
228,TT,BL1noshock,180.247959113335,no_shock,Olfactory areas,#76b7b2
229,DP,BL1noshock,74.2849246925524,no_shock,Olfactory areas,#76b7b2
230,PIR,BL1noshock,511.237780965964,no_shock,Olfactory areas,#76b7b2
231,NLOT,BL1noshock,1145.62849962525,no_shock,Olfactory areas,#76b7b2
232,COA,BL1noshock,294.386992647499,no_shock,Olfactory areas,#76b7b2
233,PAA,BL1noshock,389.639845767562,no_shock,Olfactory areas,#76b7b2
234,TR,BL1noshock,349.172982242628,no_shock,Olfactory areas,#76b7b2
236,DG,BL1noshock,665.896117062719,no_shock,Hippocampal formation,#edc948
239,ENT,BL1noshock,486.669091499044,no_shock,Hippocampal formation,#edc948
240,PAR,BL1noshock,680.513881201387,no_shock,Hippocampal formation,#edc948
241,POST,BL1noshock,702.217004560436,no_shock,Hippocampal formation,#edc948
242,PRE,BL1noshock,1829.59579100563,no_shock,Hippocampal formation,#edc948
243,SUB,BL1noshock,925.554921654215,no_shock,Hippocampal formation,#edc948
247,CLA,BL1noshock,533.156819851308,no_shock,Cortical subplate,#59a14f
248,EP,BL1noshock,567.461382501595,no_shock,Cortical subplate,#59a14f
249,LA,BL1noshock,149.468924625688,no_shock,Cortical subplate,#59a14f
250,BLA,BL1noshock,217.28164503966,no_shock,Cortical subplate,#59a14f
251,BMA,BL1noshock,307.216915587256,no_shock,Cortical subplate,#59a14f
254,ACB,BL1noshock,1228.94330495161,no_shock,Striatum,#9c755f
258,LS,BL1noshock,613.026426100393,no_shock,Striatum,#9c755f
262,BA,BL1noshock,3005.99600266486,no_shock,Striatum,#9c755f
264,IA,BL1noshock,445.075219982972,no_shock,Striatum,#9c755f
265,MEA,BL1noshock,508.660440315903,no_shock,Striatum,#9c755f
270,MSC,BL1noshock,5422.88840807221,no_shock,Pallidum,#bab0ac
273,BAC,BL1noshock,1505.14453699167,no_shock,Pallidum,#bab0ac
278,SPF,BL1noshock,2308.86599715528,no_shock,Thalamus,#b07aa1
279,SPA,BL1noshock,301.129234629859,no_shock,Thalamus,#b07aa1
285,POL,BL1noshock,296.302312831244,no_shock,Thalamus,#b07aa1
290,AM,BL1noshock,505.422058635109,no_shock,Thalamus,#b07aa1
292,IAM,BL1noshock,1476.17602427923,no_shock,Thalamus,#b07aa1
293,IAD,BL1noshock,870.235747711689,no_shock,Thalamus,#b07aa1
295,IMD,BL1noshock,252.701404335423,no_shock,Thalamus,#b07aa1
296,MD,BL1noshock,478.794536418577,no_shock,Thalamus,#b07aa1
298,PR,BL1noshock,32.3950395095751,no_shock,Thalamus,#b07aa1
299,PVT,BL1noshock,2407.96969727744,no_shock,Thalamus,#b07aa1
300,PT,BL1noshock,2726.74246586923,no_shock,Thalamus,#b07aa1
301,RE,BL1noshock,364.370085181112,no_shock,Thalamus,#b07aa1
303,RH,BL1noshock,403.014979486695,no_shock,Thalamus,#b07aa1
304,CM,BL1noshock,545.968203556327,no_shock,Thalamus,#b07aa1
315,LH,BL1noshock,875.73615228795,no_shock,Thalamus,#b07aa1
321,ADP,BL1noshock,633.211516177907,no_shock,Hypothalamus,#f28e2b
324,AVPV,BL1noshock,626.009633197499,no_shock,Hypothalamus,#f28e2b
325,DMH,BL1noshock,2441.64917880344,no_shock,Hypothalamus,#f28e2b
327,MPO,BL1noshock,4246.18070711479,no_shock,Hypothalamus,#f28e2b
330,PS,BL1noshock,462.07247651224,no_shock,Hypothalamus,#f28e2b
332,PVp,BL1noshock,367.607431569993,no_shock,Hypothalamus,#f28e2b
339,AHN,BL1noshock,2530.51608430207,no_shock,Hypothalamus,#f28e2b
342,SUM,BL1noshock,1899.09359891538,no_shock,Hypothalamus,#f28e2b
343,TM,BL1noshock,894.69327692449,no_shock,Hypothalamus,#f28e2b
345,PMd,BL1noshock,757.319188003668,no_shock,Hypothalamus,#f28e2b
346,PMv,BL1noshock,264.462809917354,no_shock,Hypothalamus,#f28e2b
347,PVHd,BL1noshock,746.900072939463,no_shock,Hypothalamus,#f28e2b
348,VMH,BL1noshock,619.930861424532,no_shock,Hypothalamus,#f28e2b
349,PH,BL1noshock,3355.20158717966,no_shock,Hypothalamus,#f28e2b
350,LHA,BL1noshock,5739.64569048232,no_shock,Hypothalamus,#f28e2b
351,LPO,BL1noshock,5576.47707986724,no_shock,Hypothalamus,#f28e2b
352,PST,BL1noshock,1802.81690140845,no_shock,Hypothalamus,#f28e2b
353,PSTN,BL1noshock,1347.27837738497,no_shock,Hypothalamus,#f28e2b
357,TU,BL1noshock,1710.98803761397,no_shock,Hypothalamus,#f28e2b
358,ZI,BL1noshock,719.167419574912,no_shock,Hypothalamus,#f28e2b
360,SCs,BL1noshock,1138.17236195925,no_shock,Midbrain,#ff9da7
361,IC,BL1noshock,1582.24142379568,no_shock,Midbrain,#ff9da7
368,VTA,BL1noshock,9028.37433991371,no_shock,Midbrain,#ff9da7
372,SCm,BL1noshock,1644.37659175314,no_shock,Midbrain,#ff9da7
373,PAG,BL1noshock,915.261451869011,no_shock,Midbrain,#ff9da7
374,PRT,BL1noshock,1304.95407429267,no_shock,Midbrain,#ff9da7
376,CUN,BL1noshock,1016.24714154797,no_shock,Midbrain,#ff9da7
395,DR,BL1noshock,1050.69287122306,no_shock,Midbrain,#ff9da7
398,MOs,BL20noshock,372.9157732861,no_shock,Isocortex,#e15759
401,VISC,BL20noshock,167.199180684766,no_shock,Isocortex,#e15759
402,AUDd,BL20noshock,343.332493067809,no_shock,Isocortex,#e15759
404,AUDpo,BL20noshock,203.98406374502,no_shock,Isocortex,#e15759
405,AUDv,BL20noshock,146.019942538449,no_shock,Isocortex,#e15759
406,VISal,BL20noshock,395.558560892838,no_shock,Isocortex,#e15759
407,VISam,BL20noshock,100.521167987435,no_shock,Isocortex,#e15759
408,VISl,BL20noshock,432.055143880207,no_shock,Isocortex,#e15759
409,VISp,BL20noshock,283.853384174598,no_shock,Isocortex,#e15759
410,VISpl,BL20noshock,146.638622353419,no_shock,Isocortex,#e15759
413,ACA,BL20noshock,620.355964125901,no_shock,Isocortex,#e15759
414,PL,BL20noshock,529.224320538888,no_shock,Isocortex,#e15759
416,ORB,BL20noshock,164.105187090783,no_shock,Isocortex,#e15759
417,AI,BL20noshock,213.236859689631,no_shock,Isocortex,#e15759
418,RSP,BL20noshock,420.331472301997,no_shock,Isocortex,#e15759
420,VISrl,BL20noshock,1001.09372053555,no_shock,Isocortex,#e15759
421,PERI,BL20noshock,387.183993510883,no_shock,Isocortex,#e15759
423,MOB,BL20noshock,508.761367364667,no_shock,Olfactory areas,#76b7b2
424,AOB,BL20noshock,392.117374254533,no_shock,Olfactory areas,#76b7b2
425,AON,BL20noshock,138.79499388168,no_shock,Olfactory areas,#76b7b2
426,TT,BL20noshock,297.47215629893,no_shock,Olfactory areas,#76b7b2
427,DP,BL20noshock,173.331490949289,no_shock,Olfactory areas,#76b7b2
428,PIR,BL20noshock,400.593082476712,no_shock,Olfactory areas,#76b7b2
429,NLOT,BL20noshock,434.548741237162,no_shock,Olfactory areas,#76b7b2
430,COA,BL20noshock,227.246099587543,no_shock,Olfactory areas,#76b7b2
431,PAA,BL20noshock,215.447914718534,no_shock,Olfactory areas,#76b7b2
432,TR,BL20noshock,358.466559716767,no_shock,Olfactory areas,#76b7b2
434,DG,BL20noshock,1081.76335690842,no_shock,Hippocampal formation,#edc948
437,ENT,BL20noshock,438.605075924294,no_shock,Hippocampal formation,#edc948
